sample_id,raw_input,gold_clean_alias,canonical_degree,canonical_field,degree_level,noise_type,difficulty,expected_layer,expected_status,expected_min_confidence,training_use,source
L2-10657,"M. cS, Computer Applications","M. Sc, Computer Applications",Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04921
L2-10658,Mastr of Computer Applications (Hons),Master of Computer Applications (Hons),Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04922
L2-10659,Msater of Computer Applications (Hons),Master of Computer Applications (Hons),Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04922
L2-10660,Mastcr of Computer Applications (Hons),Master of Computer Applications (Hons),Master of Computer Applications,,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04922
L2-10661,Master of Computer Applications (Ho,Master of Computer Applications (Hons),Master of Computer Applications,,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04922
L2-10662,M C ,M C A,Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04923
L2-10663,McS (Computer Applications),MSc (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04924
L2-10664,MSc (Computer Applic,MSc (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04924
L2-10665,MCS / Computer Science (Applications),MSC / Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04925
L2-10666,m c ,m c a,Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04926
L2-10667,M C  Hons,M C A Hons,Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04927
L2-10668,M C A oHns,M C A Hons,Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04927
L2-10669,"Mastr of Computer Applications, Computer Applications","Master of Computer Applications, Computer Applications",Master of Computer Applications,Computer Applications,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04928
L2-10670,"Msater of Computer Applications, Computer Applications","Master of Computer Applications, Computer Applications",Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04928
L2-10671,"Mastcr of Computer Applications, Computer Applications","Master of Computer Applications, Computer Applications",Master of Computer Applications,Computer Applications,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04928
L2-10672,M.Sc n Computer Applications,M.Sc in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04929
L2-10673,M.cS in Computer Applications,M.Sc in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04929
L2-10674,"M.cS, Computer Applications","M.Sc, Computer Applications",Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04930
L2-10675,MS n Computer Applications,MS in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04931
L2-10676,MS ni Computer Applications,MS in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04931
L2-10677,M. Sc n Computer Science (Applications),M. Sc in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04932
L2-10678,M. cS in Computer Science (Applications),M. Sc in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04932
L2-10679,"M.S., Cmputer Science (Applications)","M.S., Computer Science (Applications)",Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04933
L2-10680,"M.S., oCmputer Science (Applications)","M.S., Computer Science (Applications)",Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04933
L2-10681,"M.S., Computer Sc1ence (Applications)","M.S., Computer Science (Applications)",Master of Computer Applications,,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04933
L2-10682,M.cS - Computer Science (Applications),M.Sc - Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04935
L2-10683,M.cS (Computer Science (Applications)),M.Sc (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04936
L2-10684,M.Sc (Computer Science (Applic,M.Sc (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04936
L2-10685,M. cS / Computer Applications,M. Sc / Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04937
L2-10686,"Mastr of Computer Applications, Computer Science (Applications)","Master of Computer Applications, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04938
L2-10687,"Msater of Computer Applications, Computer Science (Applications)","Master of Computer Applications, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04938
L2-10688,"Mastcr of Computer Applications, Computer Science (Applications)","Master of Computer Applications, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04938
L2-10689,M.cS / Computer Science (Applications),M.Sc / Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04939
L2-10690,Mastr of Computer Applications - Computer Science (Applications),Master of Computer Applications - Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04940
L2-10691,Msater of Computer Applications - Computer Science (Applications),Master of Computer Applications - Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04940
L2-10692,Mastcr of Computer Applications - Computer Science (Applications),Master of Computer Applications - Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04940
L2-10693,M.cS / Computer Applications,M.Sc / Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04941
L2-10694,Mastr of Computer Applications in Computer Science (Applications),Master of Computer Applications in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04942
L2-10695,Msater of Computer Applications in Computer Science (Applications),Master of Computer Applications in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04942
L2-10696,Mastcr of Computer Applications in Computer Science (Applications),Master of Computer Applications in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04942
L2-10697,M.cS (Computer Applications),M.Sc (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04943
L2-10698,M.Sc (Computer Applic,M.Sc (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04943
L2-10699,M.S. n Computer Applications,M.S. in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04944
L2-10700,M.S. ni Computer Applications,M.S. in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04944
L2-10701,M. cS (Computer Applications),M. Sc (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04945
L2-10702,M. Sc (Computer Applic,M. Sc (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04945
L2-10703,MS n Computer Science (Applications),MS in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04947
L2-10704,MS ni Computer Science (Applications),MS in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04947
L2-10705,M.S. (Computer Science (Applic,M.S. (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04948
L2-10706,M.C.. Hons,M.C.A. Hons,Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04949
L2-10707,M.C.A. oHns,M.C.A. Hons,Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04949
L2-10708,M.C Hons,M.C.A. Hons,Master of Computer Applications,,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04949
L2-10709,"MSC, Cmputer Science (Applications)","MSC, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04950
L2-10710,"MCS, Computer Science (Applications)","MSC, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04950
L2-10711,"MSC, Computer Sc1ence (Applications)","MSC, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04950
L2-10712,McS / Computer Science (Applications),MSc / Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04951
L2-10713,M.Sc n Computer Science (Applications),M.Sc in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04952
L2-10714,M.cS in Computer Science (Applications),M.Sc in Computer Science (Applications),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04952
L2-10715,MastrofComputerApplications,MasterofComputerApplications,Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04953
L2-10716,MsaterofComputerApplications,MasterofComputerApplications,Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04953
L2-10717,MastcrofComputerApplications,MasterofComputerApplications,Master of Computer Applications,,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04953
L2-10718,MasterofComput,MasterofComputerApplications,Master of Computer Applications,,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04953
L2-10719,M. Sc n Computer Applications,M. Sc in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04954
L2-10720,M. cS in Computer Applications,M. Sc in Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04954
L2-10721,Mastr of Computer Applications (Computer Science (Applications)),Master of Computer Applications (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04957
L2-10722,Msater of Computer Applications (Computer Science (Applications)),Master of Computer Applications (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04957
L2-10723,Mastcr of Computer Applications (Computer Science (Applications)),Master of Computer Applications (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04957
L2-10724,Master of Computer Applications (Computer Science (Applic,Master of Computer Applications (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04957
L2-10725,McS - Computer Applications,MSc - Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04958
L2-10726,McS / Computer Applications,MSc / Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04959
L2-10727,Mastr of Computer Applications (Computer Applications),Master of Computer Applications (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04960
L2-10728,Msater of Computer Applications (Computer Applications),Master of Computer Applications (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04960
L2-10729,Mastcr of Computer Applications (Computer Applications),Master of Computer Applications (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04960
L2-10730,Master of Computer Applications (Computer Applic,Master of Computer Applications (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04960
L2-10731,m.c..,m.c.a.,Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04961
L2-10732,m.c,m.c.a.,Master of Computer Applications,,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04961
L2-10733,MS (Computer Science (Applic,MS (Computer Science (Applications)),Master of Computer Applications,Computer Science (Applications),PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04962
L2-10734,M. cS - Computer Applications,M. Sc - Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04963
L2-10735,Mastr of Computer Applications / Computer Applications,Master of Computer Applications / Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04966
L2-10736,Msater of Computer Applications / Computer Applications,Master of Computer Applications / Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04966
L2-10737,Mastcr of Computer Applications / Computer Applications,Master of Computer Applications / Computer Applications,Master of Computer Applications,Computer Applications,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04966
L2-10738,"MCS, Computer Applications","MSC, Computer Applications",Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04967
L2-10739,"M. Sc, Cmputer Science (Applications)","M. Sc, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04968
L2-10740,"M. cS, Computer Science (Applications)","M. Sc, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04968
L2-10741,"M. Sc, Computer Sc1ence (Applications)","M. Sc, Computer Science (Applications)",Master of Computer Applications,,PG OTHER,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04968
L2-10742,MCS (Computer Applications),MSC (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04969
L2-10743,MSC (Computer Applic,MSC (Computer Applications),Master of Computer Applications,Computer Applications,PG OTHER,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04969
L2-10744,Mastr of Engineering,Master of Engineering,Master of Engineering,,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04970
L2-10745,Msater of Engineering,Master of Engineering,Master of Engineering,,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04970
L2-10746,Mastcr of Engineering,Master of Engineering,Master of Engineering,,PG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04970
L2-10747,Master of Engin,Master of Engineering,Master of Engineering,,PG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04970
L2-10748,Mastr of Engineering / Information Technology,Master of Engineering / Information Technology,Master of Engineering,Information Technology,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04972
L2-10749,Msater of Engineering / Information Technology,Master of Engineering / Information Technology,Master of Engineering,Information Technology,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04972
L2-10750,Mastcr of Engineering / Information Technology,Master of Engineering / Information Technology,Master of Engineering,Information Technology,PG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04972
L2-10751,MTch in Computer Science and Engineering,MTech in Computer Science and Engineering,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04973
L2-10752,MeTch in Computer Science and Engineering,MTech in Computer Science and Engineering,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04973
L2-10753,Mastr of Engineering - Civil Engineering,Master of Engineering - Civil Engineering,Master of Engineering,Civil Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04974
L2-10754,Msater of Engineering - Civil Engineering,Master of Engineering - Civil Engineering,Master of Engineering,Civil Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04974
L2-10755,Mastcr of Engineering - Civil Engineering,Master of Engineering - Civil Engineering,Master of Engineering,Civil Engineering,PG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04974
L2-10756,M.Tch / Mechanical Engineering,M.Tech / Mechanical Engineering,Master of Engineering,Mechanical Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04975
L2-10757,M.eTch / Mechanical Engineering,M.Tech / Mechanical Engineering,Master of Engineering,Mechanical Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04975
L2-10758,M. Tch / Food Technology,M. Tech / Food Technology,Master of Engineering,Food Technology,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04976
L2-10759,M. eTch / Food Technology,M. Tech / Food Technology,Master of Engineering,Food Technology,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04976
L2-10760,MTch / Electrical Engineering,MTech / Electrical Engineering,Master of Engineering,Electrical Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04977
L2-10761,MeTch / Electrical Engineering,MTech / Electrical Engineering,Master of Engineering,Electrical Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04977
L2-10762,MTCH / Electrical Engineering,MTECH / Electrical Engineering,Master of Engineering,Electrical Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04978
L2-10763,METCH / Electrical Engineering,MTECH / Electrical Engineering,Master of Engineering,Electrical Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04978
L2-10764,Mastr of Engineering in Metallurgical Engineering,Master of Engineering in Metallurgical Engineering,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04979
L2-10765,Msater of Engineering in Metallurgical Engineering,Master of Engineering in Metallurgical Engineering,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04979
L2-10766,Mastcr of Engineering in Metallurgical Engineering,Master of Engineering in Metallurgical Engineering,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04979
L2-10767,"M. Tch, Finance","M. Tech, Finance",Master of Engineering,Finance,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04980
L2-10768,"M. eTch, Finance","M. Tech, Finance",Master of Engineering,Finance,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04980
L2-10769,M. Tch / Finance,M. Tech / Finance,Master of Engineering,Finance,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04981
L2-10770,M. eTch / Finance,M. Tech / Finance,Master of Engineering,Finance,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04981
L2-10771,M.Tch (Mechanical Engineering),M.Tech (Mechanical Engineering),Master of Engineering,Mechanical Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04982
L2-10772,M.eTch (Mechanical Engineering),M.Tech (Mechanical Engineering),Master of Engineering,Mechanical Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04982
L2-10773,M.Tech (Mechanical Engine,M.Tech (Mechanical Engineering),Master of Engineering,Mechanical Engineering,PG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04982
L2-10774,M.Tch - Cybersecurity,M.Tech - Cybersecurity,Master of Engineering,Cybersecurity,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04983
L2-10775,M.eTch - Cybersecurity,M.Tech - Cybersecurity,Master of Engineering,Cybersecurity,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04983
L2-10776,"Mastr of Engineering, Business Administration","Master of Engineering, Business Administration",Master of Engineering,Business Administration,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04984
L2-10777,"Msater of Engineering, Business Administration","Master of Engineering, Business Administration",Master of Engineering,Business Administration,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04984
L2-10778,"Mastcr of Engineering, Business Administration","Master of Engineering, Business Administration",Master of Engineering,Business Administration,PG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04984
L2-10779,"Mastr of Engineering, Biotechnology Engineering","Master of Engineering, Biotechnology Engineering",Master of Engineering,Biotechnology Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04985
L2-10780,"Msater of Engineering, Biotechnology Engineering","Master of Engineering, Biotechnology Engineering",Master of Engineering,Biotechnology Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04985
L2-10781,"Mastcr of Engineering, Biotechnology Engineering","Master of Engineering, Biotechnology Engineering",Master of Engineering,Biotechnology Engineering,PG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04985
L2-10782,M.Tch (Aerospace Engineering),M.Tech (Aerospace Engineering),Master of Engineering,Aerospace Engineering,PG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04986
L2-10783,M.eTch (Aerospace Engineering),M.Tech (Aerospace Engineering),Master of Engineering,Aerospace Engineering,PG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-04986
L2-10784,M.Tech (Aerospace Engine,M.Tech (Aerospace Engineering),Master of Engineering,Aerospace Engineering,PG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-04986
