raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
United Kingdom M B B C H (5-6 years),Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B B C H (Hons),Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B B C H with Honours,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom Master of Arts degree,Master of Arts,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Arts qualification,Master of Arts,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK M A,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M A degree,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M A qualification,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M A (United Kingdom),Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
UK M A (UK),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M A (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M A,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M A degree,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M A qualification,Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M A (United Kingdom),Master of Arts,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom M A (UK),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M A (1-2 years),Master of Arts,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom Master of Science degree,Master of Science,Master of Engineering,,,review_needed,L2,0.7123,71.2,wrong_degree
M S C (United Kingdom),Master of Science,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7533,75.3,wrong_degree
M S C (UK),Master of Science,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7533,75.3,wrong_degree
UK M S C,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M S C degree,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M S C qualification,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M S C (United Kingdom),Master of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
UK M S C (UK),Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M S C (1-2 years),Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M S C,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M S C degree,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M S C qualification,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M S C (United Kingdom),Master of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom M S C (UK),Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M S C (1-2 years),Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M Sc degree,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M Sc qualification,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M Sc,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M Sc degree,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M Sc qualification,Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M Sc (United Kingdom),Master of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom M Sc (UK),Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M Sc (1-2 years),Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Master of Research,Master of Research,Master of Science,,,review_needed,L2,0.7429,74.3,wrong_degree
Master of Research degree,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Master of Research qualification,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Master of Research (United Kingdom),Master of Research,Master of Science,,,review_needed,L2,0.7429,74.3,wrong_degree
Master of Research (UK),Master of Research,Master of Science,,,review_needed,L2,0.7429,74.3,wrong_degree
Master of Research (1 year),Master of Research,Master of Science,,,review_needed,L2,0.7429,74.3,wrong_degree
UK Master of Research,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Master of Research degree,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Master of Research qualification,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Master of Research (United Kingdom),Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Master of Research (UK),Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Master of Research (1 year),Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Research,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Research degree,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Research qualification,Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Research (United Kingdom),Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Research (UK),Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Research (1 year),Master of Research,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
MRes,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MRes degree,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MRes qualification,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MRes (United Kingdom),Master of Research,,,,review_needed,L3,0.35,35.0,wrong_degree
MRes (UK),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MRes (1 year),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MRes,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MRes degree,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MRes qualification,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MRes (United Kingdom),Master of Research,,,,review_needed,L3,0.35,35.0,wrong_degree
UK MRes (UK),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MRes (1 year),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MRes,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MRes degree,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MRes qualification,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MRes (United Kingdom),Master of Research,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom MRes (UK),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MRes (1 year),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M R E S,Master of Research,Master of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
M R E S degree,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M R E S qualification,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M R E S (United Kingdom),Master of Research,Master of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
M R E S (UK),Master of Research,Master of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
M R E S (1 year),Master of Research,Master of Engineering,,,review_needed,L2,0.86,86.0,wrong_degree
UK M R E S,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M R E S degree,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M R E S qualification,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M R E S (United Kingdom),Master of Research,,,,review_needed,L3,0.35,35.0,wrong_degree
UK M R E S (UK),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M R E S (1 year),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M R E S,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M R E S degree,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M R E S qualification,Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M R E S (United Kingdom),Master of Research,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom M R E S (UK),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M R E S (1 year),Master of Research,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Master of Philosophy,Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
Master of Philosophy degree,Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7653,76.5,wrong_degree
Master of Philosophy qualification,Master of Philosophy,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Master of Philosophy (United Kingdom),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
Master of Philosophy (UK),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
Master of Philosophy (1-2 years),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
UK Master of Philosophy,Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7726,77.3,wrong_degree
UK Master of Philosophy degree,Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7501,75.0,wrong_degree
UK Master of Philosophy qualification,Master of Philosophy,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Master of Philosophy (United Kingdom),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7726,77.3,wrong_degree
UK Master of Philosophy (UK),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7726,77.3,wrong_degree
UK Master of Philosophy (1-2 years),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7726,77.3,wrong_degree
United Kingdom Master of Philosophy,Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7412,74.1,wrong_degree
United Kingdom Master of Philosophy degree,Master of Philosophy,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Philosophy qualification,Master of Philosophy,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Philosophy (United Kingdom),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7412,74.1,wrong_degree
United Kingdom Master of Philosophy (UK),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7412,74.1,wrong_degree
United Kingdom Master of Philosophy (1-2 years),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.7412,74.1,wrong_degree
MPhil,Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
MPhil degree,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MPhil qualification,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MPhil (United Kingdom),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
MPhil (UK),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
MPhil (1-2 years),Master of Philosophy,Doctor of Philosophy,,,review_needed,L2,0.8,80.0,wrong_degree
UK MPhil,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MPhil degree,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MPhil qualification,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MPhil (United Kingdom),Master of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
UK MPhil (UK),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK MPhil (1-2 years),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MPhil,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MPhil degree,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MPhil qualification,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MPhil (United Kingdom),Master of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom MPhil (UK),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom MPhil (1-2 years),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M P H I L,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M P H I L degree,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M P H I L qualification,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M P H I L (United Kingdom),Master of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
M P H I L (UK),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M P H I L (1-2 years),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M P H I L,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M P H I L degree,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M P H I L qualification,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M P H I L (United Kingdom),Master of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
UK M P H I L (UK),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M P H I L (1-2 years),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M P H I L,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M P H I L degree,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M P H I L qualification,Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M P H I L (United Kingdom),Master of Philosophy,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom M P H I L (UK),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M P H I L (1-2 years),Master of Philosophy,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Master of Laws,Master of Laws,Master of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
Master of Laws degree,Master of Laws,Master of Arts,,,review_needed,L2,0.7487,74.9,wrong_degree
Master of Laws qualification,Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Master of Laws (United Kingdom),Master of Laws,Master of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
Master of Laws (UK),Master of Laws,Master of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
Master of Laws (1 year),Master of Laws,Master of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
UK Master of Laws,Master of Laws,Master of Arts,,,review_needed,L2,0.7797,78.0,wrong_degree
UK Master of Laws degree,Master of Laws,Master of Arts,,,review_needed,L2,0.7297,73.0,wrong_degree
UK Master of Laws qualification,Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Master of Laws (United Kingdom),Master of Laws,Master of Arts,,,review_needed,L2,0.7797,78.0,wrong_degree
UK Master of Laws (UK),Master of Laws,Master of Arts,,,review_needed,L2,0.7797,78.0,wrong_degree
UK Master of Laws (1 year),Master of Laws,Master of Arts,,,review_needed,L2,0.7797,78.0,wrong_degree
United Kingdom Master of Laws,Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Laws degree,Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Laws qualification,Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Laws (United Kingdom),Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Laws (UK),Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Master of Laws (1 year),Master of Laws,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
L L M qualification,Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
L L M (United Kingdom),Master of Laws,,,,review_needed,L3,0.35,35.0,wrong_degree
L L M (UK),Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
L L M (1 year),Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L M,Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L M degree,Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L M qualification,Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L M (United Kingdom),Master of Laws,,,,review_needed,L3,0.35,35.0,wrong_degree
UK L L M (UK),Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L M (1 year),Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L M,Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L M degree,Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L M qualification,Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L M (United Kingdom),Master of Laws,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom L L M (UK),Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L M (1 year),Master of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK Master of Business Administration qualification,Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.8004,80.0,wrong_degree
United Kingdom Master of Business Administration degree,Master of Business Administration,Master of Engineering,,,review_needed,L2,0.837,83.7,wrong_degree
United Kingdom Master of Business Administration qualification,Master of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.7696,77.0,wrong_degree
UK M B A degree,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M B A qualification,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B A,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B A degree,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B A qualification,Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B A (United Kingdom),Master of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom M B A (UK),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B A (1-2 years),Master of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Postgraduate Certificate,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Postgraduate Certificate degree,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Postgraduate Certificate qualification,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Postgraduate Certificate (United Kingdom),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Postgraduate Certificate (UK),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Postgraduate Certificate (less than 1 year),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Postgraduate Certificate,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Postgraduate Certificate degree,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Postgraduate Certificate qualification,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Postgraduate Certificate (United Kingdom),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Postgraduate Certificate (UK),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Postgraduate Certificate (less than 1 year),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Postgraduate Certificate,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Postgraduate Certificate degree,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Postgraduate Certificate qualification,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Postgraduate Certificate (United Kingdom),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Postgraduate Certificate (UK),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Postgraduate Certificate (less than 1 year),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGCert,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGCert degree,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGCert qualification,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGCert (United Kingdom),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGCert (UK),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGCert (less than 1 year),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK PGCert,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK PGCert degree,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK PGCert qualification,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK PGCert (United Kingdom),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK PGCert (UK),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK PGCert (less than 1 year),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom PGCert,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom PGCert degree,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom PGCert qualification,Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom PGCert (United Kingdom),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom PGCert (UK),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom PGCert (less than 1 year),Postgraduate Certificate,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PG Cert,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
PG Cert degree,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
PG Cert qualification,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
PG Cert (United Kingdom),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
PG Cert (UK),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
PG Cert (less than 1 year),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
UK PG Cert,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
UK PG Cert degree,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
UK PG Cert qualification,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
UK PG Cert (United Kingdom),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
UK PG Cert (UK),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
UK PG Cert (less than 1 year),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom PG Cert,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom PG Cert degree,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom PG Cert qualification,Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom PG Cert (United Kingdom),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom PG Cert (UK),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom PG Cert (less than 1 year),Postgraduate Certificate,Post Graduate Diploma,,,review_needed,L3,0.75,75.0,wrong_degree
Postgraduate Diploma,Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7805,78.0,wrong_degree
Postgraduate Diploma degree,Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7018,70.2,wrong_degree
Postgraduate Diploma qualification,Postgraduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Postgraduate Diploma (United Kingdom),Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7805,78.0,wrong_degree
Postgraduate Diploma (UK),Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7805,78.0,wrong_degree
Postgraduate Diploma (1 year),Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7805,78.0,wrong_degree
UK Postgraduate Diploma,Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7727,77.3,wrong_degree
UK Postgraduate Diploma degree,Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7,70.0,wrong_degree
UK Postgraduate Diploma qualification,Postgraduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Postgraduate Diploma (United Kingdom),Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7727,77.3,wrong_degree
UK Postgraduate Diploma (UK),Postgraduate Diploma,Post Graduate Diploma,,,review_needed,L2,0.7727,77.3,wrong_degree
