raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Currently pursuing M B A  with specialization in Finance & Banking at Pune University.,Master of Business Administration,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a MBA degree in bankingandfinance.,Master of Business Administration,MBA degree,Banking and Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: EMBA (Hons), Banking & Finance, IIM Ahmedabad, batch of 2023.",Master of Business Administration,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Jadavpur University; qualification MASTER OF BUSINESS ADMINISTRATION (Banking and Finance).,Master of Business Administration,Bachelor of Engineering,Banking and Finance,Banking and Finance,review_needed,L2,0.736,73.6,wrong_degree
pgdm - banking - VIT Vellore - 2025,Master of Business Administration,Post Graduate Diploma,Banking and Finance,,resolved,L1,1.0,100,wrong_degree_and_field
I completed my MasterofCommerce in Commerce from Pune University in 2021.,Master of Commerce,Master of Commerce,Commerce,,fuzzy_matched,L2,0.8883,88.8,wrong_field
Currently pursuing master of commerce with specialization in commerce at Amity University.,Master of Commerce,master of commerce with specialization,Commerce,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Riya holds a M.Com (Hons) degree in Business Studies.,Master of Commerce,,Commerce,Commerce,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M Com, businessstudies, Jadavpur University, batch of 2024.",Master of Commerce,,Commerce,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification Master of Commerce Hons (Commerce).,Master of Commerce,,Commerce,Commerce,review_needed,L3_stub,0.35,35,wrong_degree
M.Com Hons - commerce - Manipal University - 2026,Master of Commerce,Master of Commerce,Commerce,,resolved,L1,1.0,100,wrong_field
I completed my master of commerce in Accounts from Amity University in 2022.,Master of Commerce,Master of Commerce,Accounting,,fuzzy_matched,L2,0.8971,89.7,wrong_field
Currently pursuing M.Com (Hons) with specialization in financialaccounting at IIM Ahmedabad.,Master of Commerce,,Accounting,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a M Com degree in Financial Accounting.,Master of Commerce,M Com degree,Accounting,Accounting,review_needed,L3_stub,0.35,35,wrong_degree
"Education: Master of Commerce Hons, Cost Accounting, VIT Vellore, batch of 2025.",Master of Commerce,Master of Commerce,Accounting,,fuzzy_matched,L2,0.9181,91.8,wrong_field
Graduate of Manipal University; qualification M.Com Hons (costaccounting).,Master of Commerce,,Accounting,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
mcom - accounting - IIT Delhi - 2016,Master of Commerce,Master of Commerce,Accounting,,resolved,L1,1.0,100,wrong_field
I completed my M.Com (Hons) in Financial Management from IIM Ahmedabad in 2023.,Master of Commerce,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M Com with specialization in financialmanagement at Jadavpur University.,Master of Commerce,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a Master of Commerce Hons degree in financeandaccounts.,Master of Commerce,Master of Commerce,Finance,,review_needed,L2,0.875,87.5,wrong_field
"Education: M.Com Hons, Finance & Accounts, Manipal University, batch of 2026.",Master of Commerce,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification mcom (corporatefinance).,Master of Commerce,,Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
M. Com (Hons) - Corporate Finance - Delhi University - 2017,Master of Commerce,Master of Commerce,Finance,,resolved,L1,1.0,100,wrong_field
I completed my M Com in Banking and Finance from Jadavpur University in 2024.,Master of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Master of Commerce Hons with specialization in banking at VIT Vellore.,Master of Commerce,,Banking and Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Arjun holds a M.Com Hons degree in Banking.,Master of Commerce,M.Com Hons degree,Banking and Finance,Banking and Finance,review_needed,L3_stub,0.35,35,wrong_degree
"Education: mcom, financeandbanking, IIT Delhi, batch of 2016.",Master of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification M. Com (Hons) (Finance & Banking).,Master of Commerce,,Banking and Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
M.COM - bankingandfinance - University of Mumbai - 2018,Master of Commerce,Master of Commerce,Banking and Finance,,resolved,L1,1.0,100,wrong_field
I completed my m. a. in appliedeconomics from VIT Vellore in 2025.,Master of Arts,,Economics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MA with specialization in Applied Economics at Manipal University.,Master of Arts,,Economics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Isha holds a M A degree in Business Economics.,Master of Arts,M A degree,Economics,Economics,review_needed,L3_stub,0.35,35,wrong_degree
"Education: MasterofArts, businesseconomics, Delhi University, batch of 2017.",Master of Arts,Master of Arts,Economics,,fuzzy_matched,L2,0.89,89.0,wrong_field
Graduate of University of Mumbai; qualification m.a. (Economics).,Master of Arts,,Economics,Economics,review_needed,L3_stub,0.35,35,wrong_degree
M. A. Hons - economics - Anna University - 2019,Master of Arts,Master of Arts,Economics,,resolved,L1,1.0,100,wrong_field
I completed my MA in organizationalbehaviour from Manipal University in 2026.,Master of Arts,,Psychology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M A with specialization in psychology at IIT Delhi.,Master of Arts,,Psychology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Rohan holds a MasterofArts degree in Psychology.,Master of Arts,MasterofArts degree,Psychology,Psychology,review_needed,L3_stub,0.35,35,wrong_degree
"Education: m.a., Psych, University of Mumbai, batch of 2018.",Master of Arts,,Psychology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification M. A. Hons (psych).,Master of Arts,,Psychology,Psychology,review_needed,L3_stub,0.35,35,wrong_degree
M A  - appliedpsychology - Pune University - 2020,Master of Arts,Master of Arts,Psychology,,resolved,L1,1.0,100,wrong_field
I completed my M A in socialwork from IIT Delhi in 2016.,Master of Arts,,Sociology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MasterofArts with specialization in Social Work at Delhi University.,Master of Arts,MasterofArts with specialization,Sociology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Aarav holds a m.a. degree in Sociology.,Master of Arts,m.a. degree,Sociology,Sociology,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M. A. Hons, sociology, Anna University, batch of 2019.",Master of Arts,,Sociology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification M A  (socialwork).,Master of Arts,,Sociology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
MA - Social Work - Amity University - 2021,Master of Arts,Master of Arts,Sociology,,resolved,L1,1.0,100,wrong_field
I completed my MasterofArts in polscience from Delhi University in 2017.,Master of Arts,MasterofArts,Political Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing m.a. with specialization in politics at University of Mumbai.,Master of Arts,,Political Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a M. A. Hons degree in Politics.,Master of Arts,M. A. Hons degree,Political Science,Political Science,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M A , politicalscience, Pune University, batch of 2020.",Master of Arts,,Political Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification MA (Political Science).,Master of Arts,,Political Science,Political Science,review_needed,L3_stub,0.35,35,wrong_degree
Master of Arts - Pol Science - IIM Ahmedabad - 2022,Master of Arts,Master of Arts,Political Science,,resolved,L1,1.0,100,wrong_field
I completed my m.a. in History from University of Mumbai in 2018.,Master of Arts,,History,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M. A. Hons with specialization in history at Anna University.,Master of Arts,,History,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a M A  degree in History.,Master of Arts,M A  degree,History,History,review_needed,L3_stub,0.35,35,wrong_degree
"Education: MA, history, Amity University, batch of 2021.",Master of Arts,,History,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification Master of Arts (History).,Master of Arts,,History,History,review_needed,L3_stub,0.35,35,wrong_degree
M. A. - history - Jadavpur University - 2023,Master of Arts,Master of Arts,History,,resolved,L1,1.0,100,wrong_field
I completed my M. A. Hons in geography from Anna University in 2019.,Master of Arts,,Geography,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M A  with specialization in geo at Pune University.,Master of Arts,,Geography,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a MA degree in Geo.,Master of Arts,MA degree,Geography,Geography,review_needed,L3_stub,0.35,35,wrong_degree
"Education: Master of Arts, Geography, IIM Ahmedabad, batch of 2022.",Master of Arts,Master of Arts,Geography,,fuzzy_matched,L2,0.9013,90.1,wrong_field
Graduate of Jadavpur University; qualification M. A. (geography).,Master of Arts,,Geography,Geography,review_needed,L3_stub,0.35,35,wrong_degree
Master of Arts - geo - VIT Vellore - 2024,Master of Arts,Master of Arts,Geography,,resolved,L1,1.0,100,wrong_field
I completed my M A  in englishliterature from Pune University in 2020.,Master of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MA with specialization in English Literature at Amity University.,Master of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: M. A., englishlangandlit, Jadavpur University, batch of 2023.",Master of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification Master of Arts (English Language).,Master of Arts,,English,English,review_needed,L3_stub,0.35,35,wrong_degree
M  A  - englishlanguage - Manipal University - 2025,Master of Arts,Master of Arts,English,,resolved,L1,1.0,100,wrong_field
I completed my MA in hindiliterature from Amity University in 2021.,Master of Arts,,Hindi,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Master of Arts with specialization in Hindi at IIM Ahmedabad.,Master of Arts,Master of Arts with specialization,Hindi,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Arjun holds a M. A. degree in hindi.,Master of Arts,M. A. degree,Hindi,Hindi,review_needed,L3_stub,0.35,35,wrong_degree
"Education: Master of Arts, Hindi Literature, VIT Vellore, batch of 2024.",Master of Arts,Master of Arts,Hindi,,fuzzy_matched,L2,0.9013,90.1,wrong_field
Graduate of Manipal University; qualification M  A  (hindiliterature).,Master of Arts,,Hindi,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
MA (Hons) - Hindi - IIT Delhi - 2026,Master of Arts,Master of Arts,Hindi,,resolved,L1,1.0,100,wrong_field
I completed my Master of Arts in journalism from IIM Ahmedabad in 2022.,Master of Arts,Master of Arts,Mass Communication,,review_needed,L3_stub,0.35,35,wrong_field
Currently pursuing M. A. with specialization in Journalism at Jadavpur University.,Master of Arts,,Mass Communication,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: M  A , journalismandmasscommunication, Manipal University, batch of 2025.",Master of Arts,,Mass Communication,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification MA (Hons) (jmc).,Master of Arts,,Mass Communication,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Master of Arts (Hons) - JMC - Delhi University - 2016,Master of Arts,Master of Arts,Mass Communication,,resolved,L1,1.0,100,wrong_field
I completed my M. A. in Public Admin from Jadavpur University in 2023.,Master of Arts,,Public Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Master of Arts with specialization in pubadmin at VIT Vellore.,Master of Arts,Master of Arts with specialization,Public Administration,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Rohan holds a M  A  degree in Pub Admin.,Master of Arts,M  A  degree,Public Administration,Public Administration,review_needed,L3_stub,0.35,35,wrong_degree
"Education: MA (Hons), publicadministration, IIT Delhi, batch of 2026.",Master of Arts,,Public Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification Master of Arts (Hons) (Public Administration).,Master of Arts,,Public Administration,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
M.A. - publicadmin - University of Mumbai - 2017,Master of Arts,Master of Arts,Public Administration,,resolved,L1,1.0,100,wrong_field
I completed my PHD (Hons) in CS from VIT Vellore in 2024.,Doctor of Philosophy,,Computer Science and Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing PhD with specialization in Computer Science at Manipal University.,Doctor of Philosophy,PhD with specialization,Computer Science and Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Aarav holds a DPhil degree in computerscience.,Doctor of Philosophy,DPhil degree,Computer Science and Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Ph.D (Hons), compscience, Delhi University, batch of 2016.",Doctor of Philosophy,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification Ph.D. (Comp Science).,Doctor of Philosophy,,Computer Science and Engineering,Computer Science and Engineering,review_needed,L3_stub,0.35,35,wrong_degree
I completed my PhD in Infotech from Manipal University in 2025.,Doctor of Philosophy,PhD,Information Technology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing DPhil with specialization in Information Tech at IIT Delhi.,Doctor of Philosophy,,Information Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a Ph.D (Hons) degree in informationtech.,Doctor of Philosophy,,Information Technology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Ph.D., informationtechnology, University of Mumbai, batch of 2017.",Doctor of Philosophy,,Information Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification DoctorofPhilosophy (Information Science).,Doctor of Philosophy,,Information Technology,Information Technology,review_needed,L3_stub,0.35,35,wrong_degree
PHD - informationscience - Pune University - 2019,Doctor of Philosophy,Doctor of Philosophy,Information Technology,,resolved,L1,1.0,100,wrong_field
I completed my DPhil in ece from IIT Delhi in 2026.,Doctor of Philosophy,,Electronics and Communication Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Ph.D (Hons) with specialization in Electronics and Communication Engineering at Delhi University.,Doctor of Philosophy,,Electronics and Communication Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a Ph.D. degree in ECE.,Doctor of Philosophy,Ph.D. degree,Electronics and Communication Engineering,Electronics and Communication Engineering,review_needed,L3_stub,0.35,35,wrong_degree
Graduate of Pune University; qualification PHD (electronicsandcommunication).,Doctor of Philosophy,,Electronics and Communication Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my Ph.D (Hons) in EE from Delhi University in 2016.,Doctor of Philosophy,,Electrical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Ph.D. with specialization in E.E at University of Mumbai.,Doctor of Philosophy,,Electrical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a DoctorofPhilosophy degree in electrical.,Doctor of Philosophy,DoctorofPhilosophy degree,Electrical Engineering,Electrical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: PHD, Electrical, Pune University, batch of 2019.",Doctor of Philosophy,,Electrical Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Graduate of Amity University; qualification DOCTOR OF PHILOSOPHY (electengg).,Doctor of Philosophy,Doctor of Philosophy,Electrical Engineering,,review_needed,L2,0.7062,70.6,wrong_field
I completed my Ph.D. in Mechanical Engg from University of Mumbai in 2017.,Doctor of Philosophy,,Mechanical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing DoctorofPhilosophy with specialization in mechanicalengg at Anna University.,Doctor of Philosophy,,Mechanical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a PHD degree in Mech. Engg.,Doctor of Philosophy,PHD degree,Mechanical Engineering,Mechanical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: DOCTOR OF PHILOSOPHY, mechanicalengineering, Amity University, batch of 2020.",Doctor of Philosophy,Doctor of Philosophy,Mechanical Engineering,,fuzzy_matched,L2,0.9245,92.5,wrong_field
Graduate of IIM Ahmedabad; qualification Doctor of Philosophy Hons (me).,Doctor of Philosophy,,Mechanical Engineering,Mechanical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
Currently pursuing PHD with specialization in civil at Pune University.,Doctor of Philosophy,PHD with specialization,Civil Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Graduate of Jadavpur University; qualification Ph  D  (civilengg).,Doctor of Philosophy,,Civil Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my PHD in Chemical Engg from Pune University in 2019.,Doctor of Philosophy,PHD,Chemical Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Ph  D , che, Jadavpur University, batch of 2022.",Doctor of Philosophy,,Chemical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification PH.D (ChE).,Doctor of Philosophy,,Chemical Engineering,Chemical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
Doctor of Philosophy (Hons) - chemicalengineering - Manipal University - 2024,Doctor of Philosophy,Doctor of Philosophy,Chemical Engineering,,resolved,L1,1.0,100,wrong_field
I completed my DOCTOR OF PHILOSOPHY in aeroengg from Amity University in 2020.,Doctor of Philosophy,Doctor of Philosophy,Aerospace Engineering,,review_needed,L2,0.7785,77.8,wrong_field
Currently pursuing Doctor of Philosophy Hons with specialization in aeronauticalengineering at IIM Ahmedabad.,Doctor of Philosophy,Doctor of Philosophy,Aerospace Engineering,,review_needed,L2,0.7166,71.7,wrong_field
Rohan holds a Ph  D  degree in Aeronautical Engineering.,Doctor of Philosophy,Ph  D  degree,Aerospace Engineering,Aerospace Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: PH.D, aerospaceengg, VIT Vellore, batch of 2023.",Doctor of Philosophy,,Aerospace Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification Doctor of Philosophy (Hons) (Aerospace Engg).,Doctor of Philosophy,,Aerospace Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing Ph  D  with specialization in Bio Technology at Jadavpur University.,Doctor of Philosophy,,Biotechnology Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a PH.D degree in Biotechnology Engg.,Doctor of Philosophy,PH.D degree,Biotechnology Engineering,Biotechnology Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: Doctor of Philosophy (Hons), biotechnologyengg, Manipal University, batch of 2024.",Doctor of Philosophy,,Biotechnology Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification doctor of philosophy (biotechengg).,Doctor of Philosophy,Doctor of Philosophy,Biotechnology Engineering,,review_needed,L2,0.7051,70.5,wrong_field
I completed my Ph  D  in Artificial Intelligence and Machine Learning from Jadavpur University in 2022.,Doctor of Philosophy,,Artificial Intelligence and Machine Learning,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing PH.D with specialization in AI at VIT Vellore.,Doctor of Philosophy,,Artificial Intelligence and Machine Learning,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification phd (AI & ML).,Doctor of Philosophy,,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,review_needed,L3_stub,0.35,35,wrong_degree
PHD - aiandml - University of Mumbai - 2016,Doctor of Philosophy,Doctor of Philosophy,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
I completed my PH.D in datascienceandanalytics from VIT Vellore in 2023.,Doctor of Philosophy,,Data Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: phd, datasc, Delhi University, batch of 2026.",Doctor of Philosophy,,Data Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Graduate of University of Mumbai; qualification PHD (datascience).,Doctor of Philosophy,,Data Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my Doctor of Philosophy (Hons) in informationsecurity from Manipal University in 2024.,Doctor of Philosophy,Doctor of Philosophy,Cybersecurity,,review_needed,L2,0.7785,77.8,wrong_field
Kabir holds a phd degree in networksecurity.,Doctor of Philosophy,phd degree,Cybersecurity,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: PHD, Network Security, University of Mumbai, batch of 2016.",Doctor of Philosophy,,Cybersecurity,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Graduate of Anna University; qualification Doctor of Philosophy (InfoSec).,Doctor of Philosophy,,Cybersecurity,Cybersecurity,review_needed,L3_stub,0.35,35,wrong_degree
Currently pursuing phd with specialization in swe at Delhi University.,Doctor of Philosophy,phd with specialization,Software Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Neha holds a PHD degree in Software Engineering.,Doctor of Philosophy,PHD degree,Software Engineering,Software Engineering,review_needed,L3_stub,0.35,35,wrong_degree
Graduate of Pune University; qualification PH. D. (softwareengg).,Doctor of Philosophy,,Software Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
DPhil Hons - softwareengineering - Amity University - 2019,Doctor of Philosophy,Doctor of Philosophy,Software Engineering,,resolved,L1,1.0,100,wrong_field
I completed my phd in Instrumentation and Control from Delhi University in 2026.,Doctor of Philosophy,phd,Instrumentation Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing PHD with specialization in instrumentation at University of Mumbai.,Doctor of Philosophy,PHD with specialization,Instrumentation Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: PH. D., Instrumentation Engineering, Pune University, batch of 2018.",Doctor of Philosophy,,Instrumentation Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification DPhil Hons (instrumentationengg).,Doctor of Philosophy,,Instrumentation Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my PHD in production from University of Mumbai in 2016.,Doctor of Philosophy,PHD,Production Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing Doctor of Philosophy with specialization in productionengg at Anna University.,Doctor of Philosophy,Doctor of Philosophy,Production Engineering,,review_needed,L2,0.7166,71.7,wrong_field
Isha holds a PH. D. degree in Production Engg.,Doctor of Philosophy,PH. D. degree,Production Engineering,Production Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: DPhil Hons, manufacturing, Amity University, batch of 2019.",Doctor of Philosophy,,Production Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification Ph. D. Hons (Manufacturing).,Doctor of Philosophy,,Production Engineering,Production Engineering,review_needed,L3_stub,0.35,35,wrong_degree
Ph D - manufacturingengg - Jadavpur University - 2021,Doctor of Philosophy,Doctor of Philosophy,Production Engineering,,resolved,L1,1.0,100,wrong_field
Currently pursuing PH. D. with specialization in mining at Pune University.,Doctor of Philosophy,,Mining Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Rohan holds a DPhil Hons degree in Mining Engg.,Doctor of Philosophy,DPhil Hons degree,Mining Engineering,Mining Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: Ph. D. Hons, miningengg, IIM Ahmedabad, batch of 2020.",Doctor of Philosophy,,Mining Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Jadavpur University; qualification Ph D (miningengineering).,Doctor of Philosophy,,Mining Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my PH. D. in Metallurgy from Pune University in 2018.,Doctor of Philosophy,,Metallurgical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing DPhil Hons with specialization in Metallurgical Engg at Amity University.,Doctor of Philosophy,,Metallurgical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a Ph. D. Hons degree in metallurgicalengg.,Doctor of Philosophy,Ph. D. Hons degree,Metallurgical Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Ph D, materialsscience, Jadavpur University, batch of 2021.",Doctor of Philosophy,,Metallurgical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification DPHIL (Materials Science).,Doctor of Philosophy,,Metallurgical Engineering,Metallurgical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
I completed my DPhil Hons in Env Engg from Amity University in 2019.,Doctor of Philosophy,,Environmental Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Ph. D. Hons with specialization in Environmental Engg at IIM Ahmedabad.,Doctor of Philosophy,,Environmental Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a Ph D degree in Environmental Engineering.,Doctor of Philosophy,Ph D degree,Environmental Engineering,Environmental Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: DPHIL, environmentalengg, VIT Vellore, batch of 2022.",Doctor of Philosophy,,Environmental Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification ph.d (environmentalengineering).,Doctor of Philosophy,,Environmental Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Doctor of Philosophy - environmentengineering - IIT Delhi - 2024,Doctor of Philosophy,Doctor of Philosophy,Environmental Engineering,,resolved,L1,1.0,100,wrong_field
I completed my Ph. D. Hons in Textile Engineering from IIM Ahmedabad in 2020.,Doctor of Philosophy,,Textile Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Ph D with specialization in Textile at Jadavpur University.,Doctor of Philosophy,,Textile Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a DPHIL degree in textileengg.,Doctor of Philosophy,DPHIL degree,Textile Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: ph.d, Textile Engg, Manipal University, batch of 2023.",Doctor of Philosophy,,Textile Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
I completed my Ph D in foodtech from Jadavpur University in 2021.,Doctor of Philosophy,,Food Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing DPHIL with specialization in Food Technology at VIT Vellore.,Doctor of Philosophy,,Food Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a ph.d degree in foodtechnology.,Doctor of Philosophy,ph.d degree,Food Technology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Doctor of Philosophy, foodscience, IIT Delhi, batch of 2024.",Doctor of Philosophy,Doctor of Philosophy,Food Technology,,fuzzy_matched,L2,0.9245,92.5,wrong_field
Graduate of Delhi University; qualification Ph. D. (Hons) (Food Science).,Doctor of Philosophy,,Food Technology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Ph.D Hons - foodscienceandtechnology - University of Mumbai - 2026,Doctor of Philosophy,Doctor of Philosophy,Food Technology,,resolved,L1,1.0,100,wrong_field
I completed my DPHIL in phy from VIT Vellore in 2022.,Doctor of Philosophy,,Physics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
